2026-01-01,271.48
null,272.11435
2026-01-01,268.2785
2026-01-02,271.54633
2026-01-03,271.35406
2026-01-04,269.3443
2026-01-05,272.0884
2026-01-06,268.55798
2026-01-07,268.3804
2026-01-08,268.97598
2026-01-09,287.20425
2026-01-10,286.17673
2026-01-11,285.35092
2026-01-12,277.85144
2026-01-13,276.00244
2026-01-14,275.6503
2026-01-15,271.62637
2026-01-16,270.12183
2026-01-17,261.5378
2026-01-18,259.35577
2026-01-19,261.64725
2026-01-20,257.63528
2026-01-21,254.94035
2026-01-22,259.78268
2026-01-23,262.0635
2026-01-24,261.62143
2026-01-25,263.08743
2026-01-26,259.78757
2026-01-27,255.77219
2026-01-28,256.81027
2026-01-29,257.57468
2026-01-30,260.22223
2026-01-31,255.98062
2026-02-01,255.24622
2026-02-02,255.16632
2026-02-03,245.86972
2026-02-04,243.02397
2026-02-05,241.93092
2026-02-06,250.01755
2026-02-07,254.4497
2026-02-08,261.05106
2026-02-09,264.5032
2026-02-10,261.2368
2026-02-11,265.32578
2026-02-12,267.8473
2026-02-13,268.52573
2026-02-14,271.41522
2026-02-15,273.08017
2026-02-16,275.12234
2026-02-17,277.72916
2026-02-18,279.9069
2026-02-19,284.95587
2026-02-20,289.11215
2026-02-21,279.57608
2026-02-22,284.8183
2026-02-23,285.0916
2026-02-24,286.77582
2026-02-25,289.34247
2026-02-26,284.9542
2026-02-27,288.0848
2026-02-28,294.64618
2026-03-01,295.2746
2026-03-02,300.10483
2026-03-03,301.11624
2026-03-04,298.67084
2026-03-05,295.31635
2026-03-06,285.76758
2026-03-07,283.98178
2026-03-08,289.9295
2026-03-09,282.0353
2026-03-10,277.3604
2026-03-11,281.22003
2026-03-12,286.19434
2026-03-13,288.7698
2026-03-14,290.5452
2026-03-15,301.0493
2026-03-16,295.74686
2026-03-17,292.9268
2026-03-18,297.69666
2026-03-19,293.38406
2026-03-20,290.27475
2026-03-21,289.0136
2026-03-22,291.00284
2026-03-23,290.5666
2026-03-24,284.57767
2026-03-25,282.92508
2026-03-26,283.05075
