2026-01-01,418.07
null,421.0267
2026-01-01,426.54504
2026-01-02,430.9412
2026-01-03,415.6904
2026-01-04,419.23306
2026-01-05,403.02216
2026-01-06,409.56183
2026-01-07,413.05423
2026-01-08,407.021
2026-01-09,413.92484
2026-01-10,407.41452
2026-01-11,415.79218
2026-01-12,411.771
2026-01-13,386.39597
2026-01-14,391.49417
2026-01-15,397.44614
2026-01-16,393.1338
2026-01-17,387.97552
2026-01-18,490.96475
2026-01-19,499.39743
2026-01-20,500.0279
2026-01-21,496.2871
2026-01-22,492.0588
2026-01-23,488.37756
2026-01-24,498.6553
2026-01-25,490.8103
2026-01-26,491.0713
2026-01-27,537.2331
2026-01-28,555.402
2026-01-29,553.0972
2026-01-30,554.9036
2026-01-31,540.28467
2026-02-01,539.69653
2026-02-02,550.59344
2026-02-03,513.06116
2026-02-04,522.37897
2026-02-05,520.34937
2026-02-06,522.10065
2026-02-07,516.33124
2026-02-08,520.40234
2026-02-09,535.8799
2026-02-10,550.5654
2026-02-11,547.18884
2026-02-12,542.98663
2026-02-13,545.59
2026-02-14,541.57874
2026-02-15,536.9168
2026-02-16,542.91754
2026-02-17,540.4133
2026-02-18,519.12524
2026-02-19,515.65216
2026-02-20,516.1162
2026-02-21,507.67825
2026-02-22,514.4935
2026-02-23,519.2322
2026-02-24,509.39557
2026-02-25,505.44046
2026-02-26,508.43066
2026-02-27,507.68216
2026-02-28,509.40784
2026-03-01,519.9841
2026-03-02,509.66467
2026-03-03,490.76996
2026-03-04,484.57993
2026-03-05,482.8184
2026-03-06,484.25638
2026-03-07,489.2043
2026-03-08,486.69772
2026-03-09,481.30396
2026-03-10,481.13885
2026-03-11,485.68954
2026-03-12,475.87524
2026-03-13,490.97693
2026-03-14,474.6828
2026-03-15,475.13144
2026-03-16,484.09042
2026-03-17,490.8769
2026-03-18,478.1591
2026-03-19,462.16635
2026-03-20,471.03607
2026-03-21,471.77432
2026-03-22,461.6875
2026-03-23,474.083
2026-03-24,472.30228
2026-03-25,479.84094
2026-03-26,467.72186
2026-03-27,448.71658
2026-03-28,448.41617
2026-03-29,437.2424
2026-03-30,437.53162
